datetime,open,high,low,close,volume
2022-10-01 00:00:00,19411.6,19474.0,19338.0,19393.1,18441.044
2022-10-01 01:00:00,19393.1,19424.1,19361.3,19413.2,8934.251
2022-10-01 02:00:00,19413.2,19427.9,19376.6,19405.1,6643.363
2022-10-01 03:00:00,19405.1,19431.0,19354.9,19408.0,7935.015
2022-10-01 04:00:00,19408.0,19412.6,19364.4,19398.4,9146.746000000001
2022-10-01 05:00:00,19398.3,19408.3,19266.0,19312.8,19544.511
2022-10-01 06:00:00,19312.8,19319.5,19263.9,19286.4,12286.105
2022-10-01 07:00:00,19286.4,19338.1,19254.9,19305.5,12346.264
2022-10-01 08:00:00,19305.5,19341.9,19297.0,19328.4,9927.384
2022-10-01 09:00:00,19328.5,19357.0,19300.2,19323.5,8768.095
2022-10-01 10:00:00,19323.5,19358.6,19275.5,19320.8,9705.77
2022-10-01 11:00:00,19320.9,19340.0,19140.0,19304.2,33404.517
2022-10-01 12:00:00,19304.3,19306.0,19230.3,19288.0,13130.762
2022-10-01 13:00:00,19287.9,19396.5,19271.1,19323.5,21004.089
2022-10-01 14:00:00,19323.4,19338.0,19275.6,19311.3,11480.887999999999
2022-10-01 15:00:00,19311.3,19358.5,19297.0,19322.8,9193.789999999999
2022-10-01 16:00:00,19322.9,19345.0,19237.0,19285.9,17553.14
2022-10-01 17:00:00,19286.0,19308.1,19236.5,19266.8,10513.639
2022-10-01 18:00:00,19266.8,19300.0,19200.0,19290.4,11283.815
2022-10-01 19:00:00,19290.3,19319.4,19202.9,19257.0,12937.167
2022-10-01 20:00:00,19257.0,19270.0,19190.4,19243.2,10347.47
2022-10-01 21:00:00,19243.1,19307.8,19235.0,19281.3,6308.98
2022-10-01 22:00:00,19281.2,19328.0,19266.0,19313.8,8123.77
2022-10-01 23:00:00,19313.8,19332.0,19281.6,19304.0,5496.434
2022-10-02 00:00:00,19304.0,19319.0,19225.8,19269.3,9849.817
2022-10-02 01:00:00,19269.3,19303.9,19250.8,19299.2,6120.159
2022-10-02 02:00:00,19299.2,19338.8,19294.9,19307.3,7363.538
2022-10-02 03:00:00,19307.3,19321.8,19276.0,19301.2,6655.728
2022-10-02 04:00:00,19301.2,19328.2,19287.4,19326.9,4836.876
2022-10-02 05:00:00,19326.8,19389.0,19288.2,19322.9,18515.612
2022-10-02 06:00:00,19322.9,19374.4,19260.9,19271.9,16879.697
2022-10-02 07:00:00,19271.9,19302.2,19213.6,19276.5,13586.135
2022-10-02 08:00:00,19276.5,19292.9,19242.9,19275.4,7070.973
2022-10-02 09:00:00,19275.3,19280.2,19215.0,19253.9,8809.403
2022-10-02 10:00:00,19253.9,19253.9,19025.0,19095.1,52435.771
2022-10-02 11:00:00,19095.2,19261.6,19073.0,19180.9,29361.365
2022-10-02 12:00:00,19181.0,19239.6,19125.2,19151.0,19604.064
2022-10-02 13:00:00,19150.9,19190.6,19118.7,19152.0,11193.733
2022-10-02 14:00:00,19151.9,19174.5,19060.0,19096.0,17711.859
2022-10-02 15:00:00,19096.0,19154.7,19092.0,19137.5,11525.853
2022-10-02 16:00:00,19137.1,19225.1,19121.9,19191.4,17253.018
2022-10-02 17:00:00,19191.4,19217.8,19156.5,19189.3,7216.369
2022-10-02 18:00:00,19189.3,19211.0,19133.7,19209.3,9641.66
2022-10-02 19:00:00,19209.3,19339.2,19209.3,19253.6,26193.926
2022-10-02 20:00:00,19253.6,19267.2,19218.0,19223.3,6372.738
2022-10-02 21:00:00,19223.2,19229.6,19094.6,19189.9,18425.572
2022-10-02 22:00:00,19189.8,19292.7,19127.5,19161.6,27227.498
2022-10-02 23:00:00,19161.7,19171.8,18896.0,19049.4,61119.087
2022-10-03 00:00:00,19049.3,19118.0,18950.8,19084.0,24565.925
2022-10-03 01:00:00,19083.9,19250.0,19081.1,19210.9,24644.088
2022-10-03 02:00:00,19210.9,19228.9,19116.7,19129.3,18443.604
2022-10-03 03:00:00,19129.2,19203.6,19129.2,19159.4,8069.459
2022-10-03 04:00:00,19159.4,19164.8,19084.0,19090.0,12173.25
2022-10-03 05:00:00,19090.0,19281.7,19054.1,19235.3,24960.288
2022-10-03 06:00:00,19235.3,19309.9,19150.0,19187.1,24976.812
2022-10-03 07:00:00,19187.1,19233.9,19137.3,19190.0,15101.342
2022-10-03 08:00:00,19190.0,19215.5,19155.5,19187.6,9258.655
2022-10-03 09:00:00,19187.6,19188.6,19116.3,19170.9,13453.598
2022-10-03 10:00:00,19170.9,19226.6,19124.5,19225.5,15690.948
2022-10-03 11:00:00,19225.4,19250.0,19177.0,19240.5,13947.039
2022-10-03 12:00:00,19240.5,19277.3,19180.6,19245.9,19001.106
2022-10-03 13:00:00,19245.9,19333.0,19126.8,19170.3,58570.669
2022-10-03 14:00:00,19170.4,19485.0,19170.4,19406.6,80232.655
2022-10-03 15:00:00,19406.7,19489.9,19315.4,19329.9,41881.534
2022-10-03 16:00:00,19330.0,19412.8,19300.1,19403.5,26693.438000000002
2022-10-03 17:00:00,19403.4,19596.7,19403.4,19540.0,50130.597
2022-10-03 18:00:00,19540.0,19646.8,19535.4,19605.4,33212.473
2022-10-03 19:00:00,19605.5,19624.7,19426.3,19537.7,44165.192
2022-10-03 20:00:00,19537.8,19598.2,19503.7,19586.4,13448.916
2022-10-03 21:00:00,19586.3,19589.9,19515.0,19546.5,8357.337
2022-10-03 22:00:00,19546.4,19595.8,19506.4,19513.3,10742.795
2022-10-03 23:00:00,19513.3,19723.7,19513.2,19622.0,30094.609
2022-10-04 00:00:00,19621.9,19719.7,19520.0,19555.1,23684.114
2022-10-04 01:00:00,19555.0,19574.3,19500.1,19500.1,9899.228
2022-10-04 02:00:00,19500.1,19551.6,19480.1,19537.6,10273.263
2022-10-04 03:00:00,19537.6,19626.9,19531.1,19588.1,14559.403
2022-10-04 04:00:00,19588.0,19635.0,19546.4,19584.8,11684.74
2022-10-04 05:00:00,19584.8,19662.5,19576.2,19601.8,16106.834
2022-10-04 06:00:00,19601.7,19870.0,19590.1,19832.0,56961.215000000004
2022-10-04 07:00:00,19832.0,19969.5,19829.5,19957.0,49977.49
2022-10-04 08:00:00,19957.0,20159.3,19845.2,19879.7,93564.81599999999
2022-10-04 09:00:00,19879.8,19978.2,19805.4,19932.9,33441.75
2022-10-04 10:00:00,19932.8,20041.0,19891.0,19955.7,26672.006
2022-10-04 11:00:00,19955.6,19969.0,19860.9,19930.0,18662.438
2022-10-04 12:00:00,19930.0,19982.6,19899.1,19973.9,24118.852
2022-10-04 13:00:00,19974.0,20149.0,19944.6,20089.9,58431.465
2022-10-04 14:00:00,20090.0,20300.0,20035.0,20102.9,75090.324
2022-10-04 15:00:00,20103.0,20123.0,20041.8,20092.2,22442.356
2022-10-04 16:00:00,20092.2,20105.9,19950.9,19988.4,34675.654
2022-10-04 17:00:00,19988.4,20035.9,19871.0,20017.5,36954.894
2022-10-04 18:00:00,20017.5,20168.1,20011.1,20115.5,24613.807
2022-10-04 19:00:00,20115.5,20272.0,20037.0,20213.5,32469.584
2022-10-04 20:00:00,20213.6,20500.0,20142.3,20322.7,68158.076
2022-10-04 21:00:00,20322.8,20395.0,20250.0,20281.2,24355.526
2022-10-04 22:00:00,20281.1,20327.5,20230.0,20293.4,14158.14
2022-10-04 23:00:00,20293.3,20379.9,20268.4,20333.0,15722.787
2022-10-05 00:00:00,20332.9,20356.1,20136.6,20181.5,26098.605
2022-10-05 01:00:00,20181.5,20278.0,20172.7,20209.0,14031.986
2022-10-05 02:00:00,20208.9,20250.0,20181.0,20186.4,8803.084
2022-10-05 03:00:00,20186.4,20230.0,20151.4,20184.9,9904.16
2022-10-05 04:00:00,20185.0,20219.8,20071.1,20117.2,19809.129
2022-10-05 05:00:00,20117.1,20198.0,20101.7,20190.7,13031.794
2022-10-05 06:00:00,20190.6,20290.0,20152.2,20244.5,20324.193
2022-10-05 07:00:00,20244.5,20277.0,20193.1,20218.9,17037.734
2022-10-05 08:00:00,20218.8,20236.9,20002.8,20128.9,47544.228
2022-10-05 09:00:00,20128.9,20149.8,20052.1,20085.7,14471.984
2022-10-05 10:00:00,20085.8,20149.8,20072.7,20119.2,14767.753
2022-10-05 11:00:00,20119.1,20126.5,19953.0,20026.1,32119.536
2022-10-05 12:00:00,20026.1,20066.0,19958.4,20017.0,28839.38
2022-10-05 13:00:00,20017.1,20037.0,19810.0,19915.3,80011.102
2022-10-05 14:00:00,19915.4,19938.2,19707.0,19872.5,72838.593
2022-10-05 15:00:00,19872.6,20014.5,19851.3,19994.6,37092.218
2022-10-05 16:00:00,19994.6,20298.7,19946.0,20227.1,71896.184
2022-10-05 17:00:00,20227.0,20325.0,20150.0,20156.1,44533.904
2022-10-05 18:00:00,20156.1,20264.5,20078.0,20259.0,31359.56
2022-10-05 19:00:00,20259.0,20350.0,20097.0,20112.5,36472.74
2022-10-05 20:00:00,20112.5,20166.3,19964.3,19977.5,26062.281
2022-10-05 21:00:00,19977.4,20088.6,19971.2,20042.5,16650.677
2022-10-05 22:00:00,20042.5,20205.8,20010.0,20182.7,23744.79
2022-10-05 23:00:00,20182.6,20191.6,20110.0,20150.0,12131.534
2022-10-06 00:00:00,20149.9,20386.4,20134.6,20262.5,44512.826
2022-10-06 01:00:00,20262.5,20424.6,20240.0,20363.9,31286.362
2022-10-06 02:00:00,20364.0,20436.0,20280.6,20322.8,30472.777
2022-10-06 03:00:00,20322.7,20381.6,20268.0,20346.6,15108.777
2022-10-06 04:00:00,20346.6,20443.9,20314.8,20346.7,24234.389
2022-10-06 05:00:00,20346.6,20368.6,20241.2,20295.1,26818.246
2022-10-06 06:00:00,20295.2,20295.9,20160.0,20169.5,31343.643
2022-10-06 07:00:00,20169.4,20242.7,20154.0,20214.7,20850.484
2022-10-06 08:00:00,20214.7,20245.4,20100.0,20138.7,30551.78
2022-10-06 09:00:00,20138.7,20183.0,20077.1,20092.9,20133.986
2022-10-06 10:00:00,20092.8,20149.8,20077.3,20125.0,14191.354
2022-10-06 11:00:00,20124.9,20252.4,20121.2,20238.0,27004.804
2022-10-06 12:00:00,20238.0,20322.0,20156.4,20184.6,44109.481999999996
2022-10-06 13:00:00,20184.6,20293.4,20032.0,20104.7,78675.309
2022-10-06 14:00:00,20104.7,20113.7,19867.5,20096.2,117103.216
2022-10-06 15:00:00,20096.1,20112.9,19982.9,20004.4,38489.503
2022-10-06 16:00:00,20004.3,20098.0,19934.0,20042.2,34268.322
2022-10-06 17:00:00,20042.3,20264.1,20009.0,20108.3,45987.898
2022-10-06 18:00:00,20108.3,20108.3,19977.4,20011.9,22971.133
2022-10-06 19:00:00,20011.9,20057.0,19981.3,20005.9,14703.281
2022-10-06 20:00:00,20005.9,20069.0,19993.0,20044.4,11192.886
2022-10-06 21:00:00,20044.3,20044.4,19876.4,19903.0,24261.428
2022-10-06 22:00:00,19903.0,19939.6,19843.3,19893.3,19734.045000000002
2022-10-06 23:00:00,19893.3,19966.2,19861.1,19954.0,14028.738
2022-10-07 00:00:00,19954.0,20044.2,19936.9,19981.9,15554.45
2022-10-07 01:00:00,19981.8,20013.2,19953.4,19985.9,8083.629
2022-10-07 02:00:00,19985.9,20046.0,19958.0,20008.9,9085.142
2022-10-07 03:00:00,20008.8,20026.0,19970.0,19976.0,8634.717
2022-10-07 04:00:00,19976.1,20004.3,19925.0,19934.1,8933.792
2022-10-07 05:00:00,19934.0,19989.6,19901.0,19960.7,13185.872
2022-10-07 06:00:00,19960.8,19971.5,19800.0,19846.4,30469.34
2022-10-07 07:00:00,19846.5,19935.0,19837.2,19916.8,17666.043
2022-10-07 08:00:00,19916.7,20010.3,19905.6,19964.3,20514.352
2022-10-07 09:00:00,19964.3,20017.7,19950.8,19971.5,11127.081
2022-10-07 10:00:00,19971.5,19999.9,19918.2,19988.1,12699.355
2022-10-07 11:00:00,19988.1,20009.0,19953.2,19990.3,12336.765
2022-10-07 12:00:00,19990.3,20067.0,19454.2,19608.8,170330.639
2022-10-07 13:00:00,19608.8,19696.9,19493.0,19594.5,83867.15
2022-10-07 14:00:00,19594.5,19692.9,19548.0,19633.9,39475.438
2022-10-07 15:00:00,19633.8,19643.8,19514.4,19574.1,28747.505
2022-10-07 16:00:00,19574.1,19599.7,19304.4,19399.7,72191.281
2022-10-07 17:00:00,19399.7,19483.3,19361.1,19412.0,24413.366
2022-10-07 18:00:00,19412.0,19469.9,19366.0,19446.4,16348.215
2022-10-07 19:00:00,19446.3,19476.2,19403.8,19453.0,14903.983
2022-10-07 20:00:00,19453.1,19566.1,19433.7,19540.0,18609.165
2022-10-07 21:00:00,19540.0,19635.7,19520.0,19561.8,19163.846
2022-10-07 22:00:00,19561.7,19588.4,19531.0,19542.1,8402.157
2022-10-07 23:00:00,19542.2,19556.1,19500.0,19520.9,8663.819
2022-10-08 00:00:00,19520.9,19619.6,19507.9,19559.0,12194.312
2022-10-08 01:00:00,19559.0,19588.8,19536.0,19584.1,6084.793
2022-10-08 02:00:00,19584.1,19590.0,19534.8,19553.0,5936.458
2022-10-08 03:00:00,19552.9,19556.6,19478.0,19494.5,10993.218
2022-10-08 04:00:00,19494.5,19513.6,19416.3,19437.0,13837.832
2022-10-08 05:00:00,19437.0,19514.9,19432.0,19499.8,8939.203
2022-10-08 06:00:00,19499.7,19537.2,19462.0,19504.9,8096.409
2022-10-08 07:00:00,19504.8,19517.9,19483.5,19489.8,6690.209
2022-10-08 08:00:00,19489.8,19505.4,19441.1,19459.3,8955.145999999999
2022-10-08 09:00:00,19459.3,19504.0,19459.3,19492.2,6584.447
2022-10-08 10:00:00,19492.3,19518.4,19478.5,19494.1,7138.503
2022-10-08 11:00:00,19494.0,19539.3,19479.0,19526.3,10115.11
2022-10-08 12:00:00,19526.4,19532.6,19466.1,19505.0,8633.228
2022-10-08 13:00:00,19504.9,19507.1,19460.1,19470.1,8245.816
2022-10-08 14:00:00,19470.0,19494.9,19411.0,19490.2,14604.614
2022-10-08 15:00:00,19490.2,19496.3,19453.6,19480.0,6670.7699999999995
2022-10-08 16:00:00,19479.9,19522.8,19460.3,19517.5,9816.873
2022-10-08 17:00:00,19517.5,19521.7,19466.0,19491.7,6940.805
2022-10-08 18:00:00,19491.7,19503.8,19450.6,19466.6,6739.876
2022-10-08 19:00:00,19466.6,19467.1,19430.0,19460.1,7825.488
2022-10-08 20:00:00,19460.0,19473.9,19404.1,19442.8,12182.406
2022-10-08 21:00:00,19442.8,19450.8,19200.0,19309.4,29763.775999999998
2022-10-08 22:00:00,19309.4,19365.5,19259.2,19351.9,21636.081000000002
2022-10-08 23:00:00,19352.0,19436.6,19349.6,19406.2,14631.828
2022-10-09 00:00:00,19406.3,19444.2,19373.1,19386.6,9831.718
2022-10-09 01:00:00,19386.6,19418.6,19355.9,19394.9,7779.416
2022-10-09 02:00:00,19394.9,19406.0,19352.5,19354.0,6513.9220000000005
2022-10-09 03:00:00,19354.1,19379.3,19320.4,19357.9,9166.722
